Time,EEG_C3,EEG_C4,EEG_O1,EEG_O2,EEG_F3,EEG_F4,EEG_P3,EEG_P4,ECG_I,ECG_II,ECG_III
23.092,1.8925163568133914e-05,-3.725354808671085e-05,1.0103536442666192e-05,4.689101468217692e-05,-7.192343468940843e-06,-3.258492693332009e-05,-1.8789474512451903e-05,3.8666838505855074e-05,5.3991819791894855e-05,-0.00010816844233656836,0.00010420969023290573
23.094,2.171818842969952e-05,-3.738136710312952e-05,1.170938898259697e-05,4.948985115096136e-05,-3.887893440682516e-06,-3.6133692527687466e-05,-1.932266955723199e-05,3.152436583361751e-05,-2.624182575881005e-06,-7.95472695475923e-05,0.00011670671921935332
23.096,2.443996482657463e-05,-3.771348341378337e-05,8.903090543907318e-06,5.324355583679661e-05,6.021370768197423e-07,-3.680839674438244e-05,-1.8332336570259835e-05,2.3058859626949855e-05,4.049364179862989e-05,-4.802723029490621e-05,0.0001305357007464118
23.098,2.7201519685358514e-05,-3.72625486708715e-05,5.359555724672859e-06,5.330867831919436e-05,4.46261729724366e-06,-3.823517342819825e-05,-1.7806712063235173e-05,1.7374681091872845e-05,2.478520583535158e-05,-2.505147812956953e-06,0.00011547527252484251
23.1,2.869565359223513e-05,-3.676172437991771e-05,-1.1345344141340197e-06,5.424351130087528e-05,7.964771131652318e-06,-3.696076162137901e-05,-1.625064341182954e-05,1.118813991643172e-05,-1.7610239639126555e-05,-6.548423145940889e-05,0.0001639535362611887
23.102,2.9646256441541393e-05,-3.7894511577018364e-05,-1.21374293418959e-05,5.432495978511137e-05,1.132538542729912e-05,-3.473274584497329e-05,-1.5942931433046046e-05,6.307709757294974e-06,-4.63327433579743e-05,9.072242183021195e-05,0.0001124415198162321
23.104,3.113886203670226e-05,-3.456593297867868e-05,-1.6492759701589337e-05,5.290320170637842e-05,1.5004331507520857e-05,-3.263668893142225e-05,-1.5922918723049284e-05,1.2228218011179736e-06,3.074879175083907e-05,-1.048230502836357e-06,0.00012835390364817622
23.106,3.1445966374144994e-05,-3.2784678299399216e-05,-2.5943461130476305e-05,5.12122994282805e-05,1.799923094242038e-05,-2.8736033438183877e-05,-1.2830550922804002e-05,-1.6819084723300912e-06,3.782333236323553e-05,-5.6291772174609126e-05,0.00016599619762490414
23.108,3.201715788012772e-05,-3.0997894902413195e-05,-3.995210731478071e-05,4.869902137785861e-05,1.9050601226632972e-05,-2.4893657910078153e-05,-1.3813319457249373e-05,-3.6447209726611857e-06,-2.074246572830994e-05,-8.337730089984875e-05,0.00012514882108456503
23.11,3.156152348085676e-05,-2.7316302428795593e-05,-4.952024902858073e-05,4.4876549554294976e-05,2.0612178682912784e-05,-2.028953338410867e-05,-1.2403694769952847e-05,-4.592628610848529e-06,9.977819893871486e-06,8.365778974602171e-05,0.00014110246334842673
23.112000000000002,3.124768781763257e-05,-2.182633802820902e-05,-6.0662406070949045e-05,4.125880893651499e-05,2.024576744878793e-05,-1.6837133592236105e-05,-1.2710031026932353e-05,-6.064222298296835e-06,-3.788804310136018e-07,-2.4793895176805154e-05,0.0002111496394235162
23.114,3.072106173013597e-05,-1.5831892252562153e-05,-6.949568933669257e-05,3.7441808260518915e-05,2.1042359026492167e-05,-1.2623004569232058e-05,-1.4785188374698257e-05,-4.021071541029621e-06,-3.1869986816629106e-05,1.791459006760603e-05,0.00018759402304433355
23.116,2.947732311917213e-05,-7.820989146753237e-06,-7.782317940888593e-05,3.0924242475878464e-05,2.0121987306666465e-05,-8.139250996018706e-06,-1.3755858083409166e-05,-2.615771406945811e-06,9.752704144768212e-06,-5.498777983585377e-05,0.00013033384780213636
23.118000000000002,3.0368652724973892e-05,-5.486199745283198e-07,-8.385027027686806e-05,2.5989207195250186e-05,2.0258318397688946e-05,-4.0434637153005765e-06,-1.568406172442229e-05,-1.795837180204308e-06,-3.073583640149955e-06,1.167361143266476e-05,0.00018944076466048806
23.12,2.8623997283781175e-05,5.555571350893135e-06,-8.782809299298175e-05,1.9670660162082467e-05,1.9065018484255208e-05,-2.0221461897224605e-06,-1.8404115066878384e-05,-2.831551556663419e-06,2.690175498247871e-05,-3.474508214029226e-05,0.0001208537200243745
23.122,2.910220078725593e-05,1.2008815229103492e-05,-9.017441036887108e-05,1.4203326097776277e-05,1.9422646904840966e-05,1.3124798311782061e-06,-2.2921937165589808e-05,-2.546054976213303e-06,3.603285742962146e-05,1.299519482912455e-05,0.00014458306495129976
23.124,2.7093858111044895e-05,1.973712472781755e-05,-8.943566157323119e-05,7.950715618389886e-06,1.9832377962612023e-05,2.7205215853551883e-06,-2.5046918391165495e-05,-5.390262758374349e-06,3.720354101258491e-05,2.0228975590538314e-05,0.00015834828709783723
23.126,2.5920271778549995e-05,2.496897386392913e-05,-8.76072468354665e-05,9.113133898345158e-07,1.943114795022987e-05,4.365680338036835e-06,-2.9508665836404424e-05,-7.721728518489447e-06,5.74956365481004e-05,-2.472206218645909e-05,0.00016089204728381656
23.128,2.4961213565250866e-05,3.1445122085770334e-05,-8.565624659047658e-05,-4.951877393666587e-06,2.1262540080794357e-05,6.179391838679563e-06,-3.203170234024537e-05,-8.938504128547528e-06,1.751985994611267e-05,7.506980708637989e-05,0.00013323061175356222
23.13,2.3016127630480452e-05,3.525499421996799e-05,-8.020268002364608e-05,-1.0514190950084098e-05,2.340408965556915e-05,8.427589421254649e-06,-3.33804562905832e-05,-1.3490448359335395e-05,5.0853528740432184e-05,-1.2689726623133575e-05,9.614326523341584e-05
23.132,2.1526897222074546e-05,3.8973532375588e-05,-7.179689121725826e-05,-1.6079276791948838e-05,2.5360765848614863e-05,9.282436819360413e-06,-3.8358163076269286e-05,-1.800588390694783e-05,3.857985659460955e-05,7.818531841064827e-05,0.0001637056707030636
23.134,1.980402158524259e-05,4.124321481302145e-05,-6.63873512623267e-05,-2.505248729827631e-05,2.7800184866440683e-05,1.1879832977491415e-05,-3.8776130663128005e-05,-2.1535624012905794e-05,-9.036234411023824e-05,-4.997101969973316e-05,5.359661791380995e-05
23.136,1.7237869285273258e-05,4.210561994312383e-05,-5.943756215475223e-05,-2.9751749532805387e-05,3.147192941065566e-05,1.4076485232490705e-05,-3.866863090730174e-05,-2.808382651236681e-05,-1.105006798431955e-05,-2.225618951706358e-05,9.271259779175778e-05
23.138,1.5436397768221043e-05,4.229091117059772e-05,-4.9758766557801535e-05,-3.620270169021408e-05,3.471331980370394e-05,1.625207007659502e-05,-3.85473716520335e-05,-3.0937652978413716e-05,-1.5779109700783162e-05,3.368699964847455e-05,0.00012347963299636188
23.14,1.430369651501631e-05,4.047588007515112e-05,-4.435114292676677e-05,-4.4143478082189e-05,3.7564055421121714e-05,1.7390332847808822e-05,-3.660739427715258e-05,-3.6761278182683055e-05,-1.3297963927883874e-05,0.00014380785294740173,0.00013806557968642664
23.142,1.24662771975311e-05,3.940872435548077e-05,-3.7616664948381785e-05,-5.25414090523127e-05,3.94296339864698e-05,2.242650146015629e-05,-3.528589561186483e-05,-4.099300057049588e-05,-1.4836639905487551e-05,-4.43457559456168e-06,8.981558225190888e-05
23.144000000000002,1.005628496275083e-05,3.6871920067640314e-05,-2.892254541608135e-05,-5.8624424796829955e-05,4.195558737243006e-05,2.5120871868310844e-05,-3.1885301039322495e-05,-4.190295102605086e-05,0.00010491447266164106,4.032986295033281e-07,0.0001144737609791279
23.146,8.82885869841883e-06,3.410263923679894e-05,-2.359672942029487e-05,-6.56709340743988e-05,4.1047683582529566e-05,2.870773088561513e-05,-2.9716306614803044e-05,-4.34270914077838e-05,-9.837660532133694e-05,-0.0001026534278759542,5.177562385991348e-05
23.148,7.624754492593383e-06,3.1456869844038505e-05,-1.918968510140411e-05,-7.102216867937403e-05,4.203965466034396e-05,3.173761488279205e-05,-2.4533440122317064e-05,-4.497032230370263e-05,3.301288552329237e-05,-1.5816621125057392e-05,1.7674852141534853e-05
23.150000000000002,7.584746024498753e-06,2.8817562484486674e-05,-1.4893809586004848e-05,-7.812150149213191e-05,3.981733480063858e-05,3.500589933590061e-05,-2.104641465226609e-05,-4.294464923727509e-05,-2.8599143793797177e-05,9.341486026993428e-06,-2.326097800988753e-06
23.152,7.70403348441454e-06,2.6077039415688183e-05,-1.1867041693484887e-05,-8.256613082409268e-05,3.7525885424774567e-05,3.781471871664736e-05,-1.8555701017145802e-05,-4.067321367073625e-05,9.179439468780109e-06,2.679133296561156e-05,4.9843288476429366e-05
23.154,6.7605042934781434e-06,2.4558916808993396e-05,-9.055841351288168e-06,-8.650256523388944e-05,3.424296990765127e-05,4.030930438259706e-05,-1.6232718955311155e-05,-3.7491621833351125e-05,-6.387423469881287e-05,-6.168890823000125e-05,1.4920689408233425e-05
23.156,7.74931343978681e-06,2.248696831406683e-05,-6.528942195586727e-06,-8.884029733073022e-05,2.9461894785248108e-05,4.251181547795538e-05,-1.6888310177290717e-05,-3.453252669436809e-05,-3.6622244801393474e-05,-6.109738570576792e-05,1.5207781512993079e-05
23.158,7.58830557306571e-06,2.132424264203344e-05,-4.751651096175192e-06,-8.774037432952709e-05,2.4035427892062263e-05,4.410402761784997e-05,-1.378898601428945e-05,-2.9918964650280435e-05,-1.877926357514085e-05,7.923105161288201e-06,5.528897928351904e-05
23.16,7.503967213791121e-06,2.1498124022531723e-05,-2.389445505941192e-06,-8.73111863801473e-05,1.9043765598800543e-05,4.584704216234144e-05,-1.8186741431820082e-05,-2.6578254923296694e-05,4.4492748344337006e-05,-6.372000746532631e-05,-1.2130286015507033e-05
23.162,9.572723071149462e-06,2.2136946660723667e-05,1.6742090182298327e-06,-8.193526054094173e-05,1.4361341504489977e-05,4.536910313350995e-05,-1.836118483117389e-05,-2.2759894343389853e-05,1.9661461369329155e-05,-6.129817899400124e-05,-5.7427134145130236e-05
23.164,8.532290503700865e-06,2.1635433269973913e-05,3.1773909088442372e-06,-7.72650731081252e-05,8.74582190928368e-06,4.677599358046596e-05,-2.0043932400031964e-05,-1.9310137118095395e-05,5.866663856728648e-05,7.79686687787412e-05,5.0467074742900376e-05
23.166,1.0224758167682135e-05,2.1761660838739115e-05,3.5475202468523166e-06,-6.947631451874512e-05,4.04095527675854e-06,4.678776640562843e-05,-2.485420634112448e-05,-1.4975904435515921e-05,-2.0291382025669877e-05,0.0001391410450445227,-1.2251752407364402e-06
23.168,9.740223032096325e-06,2.153650724806276e-05,2.747123843374977e-06,-6.142425499791161e-05,7.885103452240718e-07,4.54119443269138e-05,-2.759710391257936e-05,-1.2541733563612714e-05,-7.243325318249215e-05,8.786610778784576e-05,1.1737894840255334e-06
23.17,9.523516256199497e-06,1.9748116305833807e-05,5.6490113611187935e-06,-5.2347593423808166e-05,-2.7868069459662374e-06,4.547453523509066e-05,-3.5236720740426426e-05,-1.2123615614624065e-05,4.6713580411904815e-05,0.0001308089863112756,2.0628436275411576e-05
23.172,9.489543337436625e-06,1.9900876468798136e-05,1.4689305567488522e-06,-4.183327203837211e-05,-4.45449736896881e-06,4.549205040477553e-05,-3.7960185563504344e-05,-1.0765897650654894e-05,6.599542241022619e-05,-4.24206885754613e-05,-4.633838773724259e-07
23.174,9.897875738880428e-06,1.7611273031841755e-05,3.440538701539039e-06,-3.112932090496054e-05,-6.260001352785829e-06,4.366671518799203e-05,-3.991529554629122e-05,-7.744087319168376e-06,1.8486808218943918e-05,5.6263742780087654e-05,4.758506453989543e-06
23.176000000000002,9.581105863127546e-06,1.5838166009544354e-05,2.432042090096678e-06,-2.1202046473125984e-05,-6.505209926321743e-06,4.245913954670472e-05,-4.327381213323458e-05,-9.879632332827514e-06,5.090319512743724e-06,4.800231862858424e-05,-2.2768664934734704e-05
23.178,9.414938603325787e-06,1.3427007825700973e-05,-1.328859728341901e-06,-1.2566443589801482e-05,-5.26845484000195e-06,4.129757885338608e-05,-4.3580423020592784e-05,-1.2586549483188154e-05,1.714102351570729e-05,-6.095398361886585e-06,-1.0875860022709176e-05
23.18,9.91829156595177e-06,9.095789759436486e-06,-5.984670970245781e-06,-2.8271141584015164e-06,-3.326951605257041e-06,4.0401146384580145e-05,-4.166745960312263e-05,-1.1746841429736187e-05,-9.872785107901463e-05,-1.8556600272484266e-05,-6.161604892843828e-06
23.182000000000002,1.0751682763748446e-05,4.153915250907241e-06,-1.0608616905775491e-05,2.2339256959630905e-06,-2.2310487463891827e-06,3.773660879747566e-05,-4.365883444120057e-05,-1.3318497135154774e-05,-1.6888688240818505e-06,-5.791789265484988e-05,3.0480158242207677e-05
23.184,1.1897667409760361e-05,9.93557093018696e-07,-1.2797013167788167e-05,6.6547108113533884e-06,1.8890791956012993e-07,3.679801535435331e-05,-3.909894011849666e-05,-1.4207319960160864e-05,3.7363108818965e-05,-3.691224511562416e-05,0.0001279235761889538
23.186,1.3911181364180685e-05,-3.7043809013639164e-06,-1.812239597029967e-05,1.1693825458781572e-05,2.869507311123944e-06,3.285578690366824e-05,-3.626825598664304e-05,-1.3476956718147761e-05,-5.3989178574670575e-05,-6.775129817532294e-05,7.904546341526411e-06
23.188,1.7473805909983944e-05,-7.372802396105463e-06,-2.2577883492497535e-05,1.4819309535831264e-05,6.13780796310738e-06,2.8974663714850807e-05,-3.1860860854652004e-05,-1.5753859789160014e-05,-3.378846326125178e-05,-8.577749973796905e-05,4.97565214396272e-05
23.19,2.0369876612471917e-05,-9.947135792454267e-06,-2.9687465416506257e-05,1.2969537205325679e-05,8.666545673176862e-06,2.3645841055522676e-05,-2.7828588582195777e-05,-1.865922524314313e-05,-1.825453986334229e-05,5.5613752031067855e-05,-5.568941804633609e-06
23.192,2.3287850171814292e-05,-1.4232262559143262e-05,-3.3407510116430644e-05,1.309116789003154e-05,1.1316153677071419e-05,1.8679631732692567e-05,-2.2739705781064502e-05,-1.6496103765770505e-05,3.534868874280897e-05,-2.4342317401306947e-05,-9.64631709321013e-06
23.194,2.7392768117077103e-05,-1.5229844873909347e-05,-3.893470643039944e-05,1.1131259649149424e-05,1.3072490610849446e-05,1.346758560717837e-05,-1.6598308644418524e-05,-1.6980910642877396e-05,-4.071279800758369e-05,8.402501667621683e-05,-0.0011372949685935086
23.196,3.1768765217310515e-05,-1.538464776460488e-05,-4.510390734188478e-05,1.0601707947460871e-05,1.462688157507164e-05,7.5374977186429165e-06,-1.319156551440126e-05,-1.5809382802503523e-05,1.889539555012839e-05,-5.513409204259336e-05,-0.0011345648525648508
23.198,3.630847398834178e-05,-1.5138947029062351e-05,-4.832553302562009e-05,7.6901600024742e-06,1.658090101504184e-05,2.6223582722413374e-06,-9.73142283131952e-06,-1.7064535751515052e-05,2.4524688796701294e-06,-1.390404963299559e-05,-0.0011127211000147143
23.2,3.9110645872520935e-05,-1.4173130764563628e-05,-5.1051641415257573e-05,6.950152942962003e-06,1.7775774765638657e-05,-4.054533704508605e-06,-6.819759656568726e-06,-1.5522045752866632e-05,5.0559646670716855e-05,5.977083674538532e-05,-0.0010104123606165917
23.202,4.2225510551083706e-05,-1.098069447882456e-05,-5.6079312361964165e-05,5.101095981917602e-06,1.9648721862564182e-05,-8.44624446720141e-06,-7.692041212980511e-06,-1.6123614708186057e-05,-1.3542008098020925e-05,3.280965467899965e-05,-0.0009035581393208214
23.204,4.359735299688549e-05,-7.3814504374111744e-06,-5.845731866826408e-05,5.255201603461715e-06,2.059903441454269e-05,-1.2234872788829775e-05,-8.247482302341893e-06,-1.691696351133251e-05,-4.55049346446775e-05,-1.61863699130416e-05,-0.0007971983585854884
23.206,4.5072340271792485e-05,-4.861199356575184e-06,-6.095200930577656e-05,4.26799921392637e-06,2.1282603209415195e-05,-1.6756339410687998e-05,-9.221901315654497e-06,-1.634804257653276e-05,1.2153181779623511e-05,0.00017534276450936019,-0.0005693681836747509
23.208000000000002,4.342941871092381e-05,-7.717560189536382e-08,-6.284915689773044e-05,6.401384822387766e-06,2.3037658007225218e-05,-1.9138408627322814e-05,-1.2819424156622996e-05,-1.5820445447758592e-05,-6.716020435527474e-05,5.185019843588326e-05,-0.0003788863988097432
23.21,4.292944579884341e-05,5.207448258768831e-06,-6.427923286192355e-05,7.008348746178989e-06,2.4034516144368308e-05,-2.005561008292982e-05,-1.6088845889563133e-05,-1.5223422942919485e-05,4.58962216014743e-05,-3.2113474076803e-05,-0.00023054695133264952
23.212,4.0258574228759086e-05,8.875144595096952e-06,-6.637889668705173e-05,7.948484885161535e-06,2.527067814467668e-05,-1.9355324185754207e-05,-2.082835901633091e-05,-1.6732988173928283e-05,-3.3711351248243678e-06,-0.00018391988499042637,-0.00010066481281177767
23.214000000000002,3.741212119335008e-05,1.3784453204537994e-05,-6.876095843429504e-05,9.383545923511244e-06,2.7131526467063895e-05,-1.761582339122348e-05,-2.5730739786461107e-05,-1.898776905878815e-05,8.471500269862573e-06,-1.4997900379558945e-06,3.616570053384137e-05
23.216,3.371051389105392e-05,1.7836704616221747e-05,-6.69852864164759e-05,1.1225967289494672e-05,2.801824086858222e-05,-1.5367414634849476e-05,-3.049090896341855e-05,-1.8982456107989128e-05,1.2175076223901978e-05,-0.00011819243796631017,0.0003016227058776253
23.218,2.801161325894495e-05,2.0577800798741967e-05,-7.004897049163668e-05,1.0054202402501112e-05,2.9449192009668736e-05,-1.0280487189356643e-05,-3.3593643428498404e-05,-1.8348314924055357e-05,-1.5347929915411273e-05,4.8414174903932376e-05,0.0005034419457625735
23.22,2.417581619657388e-05,2.3322945221761072e-05,-7.062052104113728e-05,1.008111469261656e-05,3.032077792962583e-05,-5.645197650609907e-06,-3.486170064760003e-05,-1.8248376165632713e-05,-3.388597849561845e-05,-5.3859693876314744e-05,0.000621197222443804
23.222,1.749509338527155e-05,2.5175779606069458e-05,-7.098580048771353e-05,6.585467416579064e-06,3.1752777132213e-05,2.1830069755246658e-07,-3.586723217933315e-05,-1.6074074836866863e-05,-3.894446257044083e-05,-7.002519006825773e-05,0.0007794855934528178
23.224,1.1737528277603596e-05,2.7663411089918338e-05,-7.194732281322395e-05,3.2949600155251068e-06,3.147026194561826e-05,5.111885571263477e-06,-3.730060696083118e-05,-1.6917804650697436e-05,-4.73720128890418e-05,-9.938365402653011e-05,0.0009998083976364392
23.226,8.520160841841388e-06,2.921673869895198e-05,-6.776307981862588e-05,-2.4893131240057727e-06,3.23819338102698e-05,1.112869400960571e-05,-3.597480548257709e-05,-1.540073948406609e-05,7.628998328488472e-06,5.8609983496130274e-05,0.0010548045560599482
23.228,3.804482324679253e-06,3.0086891085952926e-05,-6.67544030577246e-05,-8.717336840854281e-06,3.1261050899260255e-05,1.6540884631239912e-05,-3.474843687260675e-05,-1.3609368089109123e-05,-3.065336795645304e-05,-8.267728008836928e-05,0.001192042675306838
23.23,8.847559360094409e-07,3.0006817361196308e-05,-6.10223680742708e-05,-1.691803665957037e-05,3.0192235478724605e-05,2.2700945182301495e-05,-3.355825971834684e-05,-1.2776042191073298e-05,-2.688046141017889e-05,-4.446288565994874e-06,0.0012023770027601158
23.232,-1.1549978142087926e-06,3.0029742494574735e-05,-5.646273495202293e-05,-2.6479752541110202e-05,2.8609685868584715e-05,2.4452492351753577e-05,-3.038038069385444e-05,-1.3631848198125579e-05,7.15812513107896e-05,7.797747387919794e-05,0.0013382396754127064
23.234,-2.4081787738565227e-06,2.9615162888692318e-05,-4.934637953689111e-05,-3.546675877153477e-05,2.6841635517856557e-05,2.7479978860812385e-05,-2.501818608675871e-05,-1.3395397235824287e-05,4.289561653423926e-05,-1.6617791096327176e-05,0.00010874207094565285
23.236,-4.013008392338568e-06,2.9949521059434797e-05,-3.918601955860717e-05,-4.587417435551935e-05,2.4830127521858878e-05,2.9662899554978332e-05,-2.095567988912937e-05,-1.1979565057908143e-05,3.301494246700568e-05,-3.6223912131596086e-05,4.438082039384447e-05
23.238,-3.0975299622830132e-06,2.886283226142149e-05,-2.9014508337623067e-05,-5.545400084019065e-05,2.1135174541191884e-05,2.9279097745792633e-05,-1.6323337731146617e-05,-1.3327695818877436e-05,-8.583907302577896e-05,9.475618735296506e-05,0.0001404361087020561
23.240000000000002,-2.9533791671405616e-06,2.83711261268954e-05,-1.6191184852230743e-05,-6.392555263264044e-05,1.7750372774952526e-05,3.0427526101854073e-05,-1.2327085008487656e-05,-1.3577573026110526e-05,-4.941759010707468e-05,6.733727158629925e-05,8.437760419995692e-05
23.242,-2.8595609634869724e-06,2.8684535665853347e-05,-4.2636892082412775e-06,-7.163415055839978e-05,1.543034202575211e-05,2.8740737086355807e-05,-8.430855551332293e-06,-1.5511237879765705e-05,-6.49262177963116e-05,3.1994357817283675e-05,6.882517685619595e-05
23.244,-1.88380042133711e-06,2.797590508637549e-05,7.906341070761788e-06,-7.756915662477661e-05,1.1512092408438592e-05,2.8459525776798475e-05,-3.4759070979703007e-06,-1.6694690383378304e-05,4.4606386863658146e-05,-7.574246263379101e-05,0.00013019847593081287
23.246000000000002,-2.5616557159688803e-06,2.730045981795594e-05,2.3219345931888985e-05,-8.089114019073766e-05,7.868086955459502e-06,2.8406561660865195e-05,-2.6856702248177616e-06,-2.0313112000655237e-05,6.758151432075946e-05,-8.797144893284671e-05,0.00015198500655983204
23.248,-1.7038227205664035e-06,2.698552360726086e-05,3.516767697935375e-05,-8.39702292354939e-05,4.286839532233254e-06,2.769650163100616e-05,9.99439965573795e-07,-2.4769102815084713e-05,5.770956131860285e-06,-4.438311156639965e-06,0.00015239909346911028
23.25,-3.8106287409476245e-06,2.560944225546171e-05,4.7884240842271064e-05,-8.321912506415771e-05,1.067379220374108e-06,2.7594996102327772e-05,3.288259561798496e-06,-2.6667366990817585e-05,3.0405545151557825e-05,0.00011953946024704266,6.89656751802481e-05
23.252,-4.760656366738401e-06,2.417864491693415e-05,5.6618587678910614e-05,-8.191527253679317e-05,-2.6039657265743632e-06,2.9449632917921342e-05,4.435942112258719e-06,-3.0447174911596344e-05,4.3448467862075025e-05,-7.428019166664776e-06,0.0001867298110992022
23.254,-6.624473985044139e-06,2.318636749927953e-05,6.503674877594532e-05,-7.77682491427453e-05,-6.428282508554668e-06,3.142821986123488e-05,6.391053162021964e-06,-3.181051389989332e-05,3.215533349459512e-06,1.7611469737932767e-05,0.00012762796327169784
23.256,-1.1053364733644317e-05,1.9206314901431674e-05,7.210795505269643e-05,-7.34365198083379e-05,-9.2151210211419e-06,3.4269203025520807e-05,8.785690633848075e-06,-3.590016212471681e-05,1.229432714515944e-05,3.554517017570931e-05,0.00013698728195744823
23.258,-1.2454163140861387e-05,1.9179493685934957e-05,7.8401226245988e-05,-6.883599947616545e-05,-1.3578409351570593e-05,3.6606282242970235e-05,9.131147736138242e-06,-3.633292744776169e-05,-4.51148948913118e-06,2.1763945833209915e-05,0.00020469643487688231
23.26,-1.600024126249205e-05,1.6538681064111063e-05,7.865898047532145e-05,-6.215576764050763e-05,-1.7921417544937204e-05,4.1835240257837356e-05,1.1139674996611558e-05,-3.655643349448781e-05,-6.031957800018732e-06,8.278606248216653e-05,0.00015009778978559572
23.262,-2.1155110557254625e-05,1.4715625168172115e-05,7.725766398723067e-05,-5.4916264676300544e-05,-2.1911014000050696e-05,4.4848910756165886e-05,1.322424978392062e-05,-3.5799568716209455e-05,3.170545738257633e-05,-3.682426226621375e-05,0.00010294224085388446
23.264,-2.401998253635523e-05,1.2863108388475965e-05,7.797775630014763e-05,-4.6639020678882995e-05,-2.61302181967682e-05,5.039005281031745e-05,1.4652164486532447e-05,-3.5987846679912974e-05,3.593801021624547e-05,-2.9127414988343894e-05,0.0001137780026144742
23.266000000000002,-2.7702721268012143e-05,1.1349751260292271e-05,7.241048755770629e-05,-4.118941144831945e-05,-3.0237168387924005e-05,5.394675967482928e-05,1.846854634534923e-05,-3.391084742888921e-05,5.814986642437768e-06,3.7454906995962335e-05,0.00015651139232931418
23.268,-2.9459324372319603e-05,9.108722621759685e-06,6.807331386924975e-05,-3.525496514706681e-05,-3.496875040641656e-05,5.7184169422634315e-05,2.2521743914666098e-05,-2.950978747159106e-05,2.6743448143545515e-05,7.468852550319981e-05,0.00018189535196501655
23.27,-3.1828007854547403e-05,7.816315820161496e-06,6.30643051469258e-05,-2.8735219065335796e-05,-3.8541355135717e-05,5.811987439068267e-05,2.5058037398505818e-05,-2.623929044309921e-05,3.9491630632309596e-05,6.14526435920142e-05,0.00016939556959450573
23.272000000000002,-3.260434484102702e-05,7.647848847899224e-06,5.8967672472141096e-05,-2.2432039335265657e-05,-4.310523636342923e-05,5.977714433231065e-05,2.8877243945036688e-05,-2.303207949855461e-05,1.4594235364067713e-06,0.00013031462225458038,0.00017727829966735262
23.274,-3.260423614678632e-05,6.928981876511365e-06,5.533022040070607e-05,-1.847864428584195e-05,-4.606361170676488e-05,5.93518446183236e-05,3.1972175616574924e-05,-1.9782997434213794e-05,-1.7913934929458792e-06,0.00015811364298390755,0.0001044392819714874
23.276,-3.1232920596414165e-05,7.804547683591294e-06,4.98930684947277e-05,-1.3256694970607216e-05,-4.848817854043618e-05,5.681620325738398e-05,3.367420759190954e-05,-1.75463921286518e-05,-2.35529756710965e-05,8.733724999729823e-05,0.00017242583491303398
23.278000000000002,-3.1096733632758115e-05,6.092533225192091e-06,4.394716713086874e-05,-1.1841955092938183e-05,-5.128093356745942e-05,5.5111477480596756e-05,3.8530109495408676e-05,-1.4552575442796785e-05,-9.698282563592729e-05,0.00013287451583020616,0.00018449489969103893
23.28,-2.8334082394542974e-05,7.533978193992492e-06,4.385711766167836e-05,-8.226909914696797e-06,-5.278410156370723e-05,4.848249090780456e-05,4.0801689463766194e-05,-1.382901392306927e-05,-1.3999611368372817e-05,8.896593374565108e-05,0.00019859965304400734
23.282,-2.482746501628814e-05,7.926732070279786e-06,4.281750377840953e-05,-7.610188963755861e-06,-5.1903812442697374e-05,4.3078900290374426e-05,4.158215320677122e-05,-1.4090770306978186e-05,6.663821709766979e-05,9.571283639038349e-05,0.00022802564831996192
23.284,-2.216234597756785e-05,8.52490380504667e-06,3.87486141166265e-05,-4.03748245526989e-06,-5.132745660128788e-05,3.471300509706738e-05,4.4651213316507684e-05,-1.5501709617754826e-05,4.636859148471412e-05,0.0001691653728036218,0.00016797614757626741
23.286,-1.879656617633177e-05,8.588476137980644e-06,4.0712558993760134e-05,-1.8207576880506386e-06,-4.83828406165759e-05,2.8915815536542107e-05,4.657129782772897e-05,-1.730727029148603e-05,6.55653530443427e-07,0.00015015254007682286,0.00019740592677642153
23.288,-1.6815159858795415e-05,8.979641704168503e-06,4.124773059243115e-05,-1.4335995997014837e-06,-4.643106549518292e-05,1.9191990961371507e-05,4.510850059622983e-05,-2.05274827625545e-05,-2.089395821242281e-05,0.00021861571391005197,0.0001809669931597236
23.29,-1.3780413684350068e-05,9.540242907554157e-06,3.996131372641009e-05,1.0601978097357527e-06,-4.118969186730217e-05,1.2414112528650259e-05,4.56765216050624e-05,-2.500938381167901e-05,-7.53100600270276e-06,0.0001471600327611761,0.0002566985419396737
23.292,-1.0415705301794977e-05,9.342539577692497e-06,4.015036763465189e-05,2.105978408906605e-06,-3.621152951833611e-05,7.0645987623378734e-06,4.612882110776458e-05,-2.7133035976007363e-05,-6.480550190334926e-05,0.00023113996034068103,0.0002003365769129836
23.294,-9.876351547388822e-06,9.01284646519156e-06,3.839590712935332e-05,3.5753653001175165e-06,-3.092083660541825e-05,-4.701414215094149e-07,4.608177250695419e-05,-3.190917655650135e-05,-9.258137025779998e-06,0.0002406591292870344,0.00027364115058305317
23.296,-8.380552469977697e-06,9.24708157614055e-06,3.7442152387530896e-05,2.4769962577778194e-06,-2.3653553661791925e-05,-3.1104486070852735e-06,4.655729862439665e-05,-3.590449870479475e-05,-6.581605466991581e-06,0.000384176699220517,0.00023016973325532734
